C1D1,38:90:a5:20:e9:0d,-61.93333,4.85609
C1D1,38:90:a5:20:e9:0e,-62.06667,4.94754
C1D1,38:90:a5:20:e9:0f,-62.13333,3.56935
C1D1,38:90:a5:20:f0:fd,-64.36667,3.94342
C1D1,50:0f:80:fd:7f:bd,-63.43333,5.32841
C1D1,50:0f:80:fd:7f:be,-63.26667,5.14569
C2D1,38:90:a5:20:e9:0d,-56.36667,2.88257
C2D1,38:90:a5:20:e9:0e,-56.20000,2.84544
C2D1,38:90:a5:20:e9:0f,-55.73333,2.19613
C2D1,38:90:a5:20:f0:fd,-69.13333,4.59185
C2D1,38:90:a5:20:f0:fe,-69.60000,4.31996
C2D1,38:90:a5:20:f0:ff,-69.60000,5.81081
C3D1,38:90:a5:20:e9:0e,-48.03333,4.89534
C3D1,38:90:a5:20:e9:0f,-48.30000,3.86095
C3D1,38:90:a5:20:f0:fe,-67.90000,3.84484
C4D1,38:90:a5:37:42:dd,-62.96667,1.92055
C4D1,38:90:a5:37:42:de,-63.13333,2.08001
C4D1,38:90:a5:37:42:df,-63.46667,2.66178
C5D1,38:90:a5:37:42:d1,-57.25974,4.60949
C6D1,38:90:a5:37:40:8d,-63.76119,2.93923
C6D1,38:90:a5:37:40:8e,-63.55224,3.25801
C6D1,38:90:a5:37:40:8f,-63.92537,2.89364
C6D1,38:90:a5:37:42:df,-56.91045,1.94415
C7D1,38:90:a5:37:40:8f,-72.16000,3.31576
C7D1,38:90:a5:37:42:dd,-44.28000,3.33222
C7D1,38:90:a5:37:42:de,-45.22000,7.13511
C7D1,38:90:a5:37:42:df,-44.36000,3.54424
C8D1,38:90:a5:37:40:8f,-54.53333,6.03286
C9D1,38:90:a5:37:40:8d,-44.44000,4.42239
C9D1,38:90:a5:37:40:8e,-44.50000,4.41819
C9D1,38:90:a5:37:40:8f,-44.56000,4.36199
C9D1,38:90:a5:37:42:df,-71.84000,3.05300
C10D1,38:90:a5:20:e9:0f,-74.23881,1.93915
C10D1,38:90:a5:37:40:80,-56.61194,3.63883
C10D1,38:90:a5:37:40:8d,-55.85075,3.14428
C10D1,38:90:a5:37:40:8e,-56.59701,2.90277
C10D1,38:90:a5:37:40:8f,-57.19403,2.34998
C10D1,38:90:a5:37:42:de,-66.47761,1.72643
C10D1,38:90:a5:37:42:df,-65.92537,1.53063
C10D1,50:0f:80:e3:79:6d,-57.68657,2.10489
C10D1,50:0f:80:e3:79:6e,-57.83582,1.94311
C10D1,50:0f:80:e3:79:6f,-57.64179,2.54476
C11D1,50:0f:80:e3:79:6d,-47.82500,3.97355
C11D1,50:0f:80:e3:79:6e,-48.67500,6.07807
C11D1,50:0f:80:e3:79:6f,-47.90000,3.94709
C12D1,50:0f:80:c0:ce:2e,-65.35088,3.96183
C12D1,50:0f:80:c0:ce:2f,-64.73684,2.43872
C12D1,50:0f:80:e3:79:6e,-59.01754,5.41325
C13D1,50:0f:80:c0:ce:2f,-59.77143,2.49156
C13D1,50:0f:80:c4:5f:6d,-58.04286,4.11584
C13D1,50:0f:80:c4:5f:6e,-59.02857,5.65678
C14D1,50:0f:80:c0:ce:2d,-51.40000,3.28104
C14D1,50:0f:80:c0:ce:2f,-50.98571,2.76360
C15D1,50:0f:80:c0:ce:2d,-61.65714,4.21483
C15D1,50:0f:80:c0:ce:2e,-61.95714,4.42796
C15D1,50:0f:80:c0:ce:2f,-61.58571,4.90044
C15D1,50:0f:80:fd:7f:be,-57.12857,4.54900
C15D1,50:0f:80:fd:84:4f,-67.31429,2.08891
C15D1,e0:3f:49:09:d9:9c,-84.68571,1.99668
C16D1,38:90:a5:20:e9:0f,-71.70000,3.32338
C16D1,38:90:a5:37:42:dd,-75.26667,5.07824
C16D1,38:90:a5:37:42:df,-75.40000,5.43678
C17D1,50:0f:80:d8:f4:2e,-83.40000,1.97571
C17D1,50:0f:80:e3:74:2d,-83.36667,3.42892
C17D1,50:0f:80:e3:74:2e,-83.63333,3.51826
C17D1,50:0f:80:e3:74:2f,-83.76667,3.35984
C17D1,50:0f:80:fd:7f:50,-59.76667,1.90613
C17D1,50:0f:80:fd:7f:51,-59.83333,1.91335
C17D1,50:0f:80:fd:7f:52,-60.00000,1.83829
C17D1,50:0f:80:fd:7f:5f,-65.13333,1.94286
C18D1,38:90:a5:91:74:1f,-68.46667,3.07081
C18D1,38:90:a5:9d:10:9d,-67.50000,2.56972
C18D1,38:90:a5:9d:10:9e,-67.43333,2.80004
C18D1,38:90:a5:9d:10:9f,-67.63333,2.95347
C18D1,38:90:a5:9d:1a:e2,-55.83333,2.85371
C18D1,38:90:a5:9d:1a:ed,-57.96667,2.84645
C18D1,38:90:a5:9d:1a:ee,-58.03333,2.76035
C18D1,38:90:a5:9d:1a:ef,-58.10000,2.90481
C18D1,50:0f:80:fd:6d:7e,-69.70000,4.16181
C18D1,e0:3f:49:09:d9:9c,-60.53333,2.87358
C19D1,38:90:a5:9d:0f:3e,-54.60000,5.74365
C19D1,50:0f:80:fd:7f:5d,-62.80000,6.77146
C1D2,38:90:a5:20:e9:0d,-64.13333,1.69651
C1D2,38:90:a5:20:e9:0e,-64.06667,1.92861
C1D2,38:90:a5:20:e9:0f,-63.66667,1.37297
C1D2,50:0f:80:c4:60:0e,-74.26667,2.80312
C1D2,50:0f:80:fd:7f:b0,-60.90000,2.41190
C1D2,50:0f:80:fd:7f:b2,-61.26667,2.33317
C1D2,50:0f:80:fd:7f:bd,-63.00000,1.68154
C1D2,50:0f:80:fd:7f:be,-63.03333,1.49674
C1D2,50:0f:80:fd:7f:bf,-63.76667,3.83885
C1D2,e0:3f:49:09:d9:9c,-88.13333,1.81437
C2D2,38:90:a5:20:e9:0d,-57.26667,1.99885
C2D2,38:90:a5:20:e9:0e,-57.36667,1.79046
C2D2,38:90:a5:20:e9:0f,-57.26667,2.33317
C2D2,38:90:a5:20:f0:ff,-72.30000,4.87180
C2D2,50:0f:80:fd:7f:bd,-63.00000,2.08443
C2D2,50:0f:80:fd:7f:be,-63.30000,1.96784
C2D2,50:0f:80:fd:7f:bf,-63.20000,1.74988
C2D2,e0:3f:49:09:d9:9c,-89.50000,1.07479
C3D2,38:90:a5:20:e9:0f,-43.06667,1.87420
C3D2,50:0f:80:c0:ce:21,-62.80000,6.09918
