 C1,38:90:a5:20:e9:00,-60.01709,4.60881
 C1,38:90:a5:20:e9:01,-60.90076,4.43562
 C1,38:90:a5:20:e9:02,-60.75573,4.36082
 C1,38:90:a5:20:e9:0d,-63.52206,3.25910
 C1,38:90:a5:20:e9:0e,-63.67407,3.30045
 C1,38:90:a5:20:e9:0f,-63.67857,2.74915
 C1,38:90:a5:20:f0:fd,-65.17391,3.36776
 C1,38:90:a5:20:f0:fe,-65.20000,3.07566
 C1,38:90:a5:20:f0:ff,-65.13235,3.07874
 C1,38:90:a5:9d:1a:ee,-85.80645,2.29059
 C1,38:90:a5:9d:1b:11,-66.72807,3.20200
 C1,38:90:a5:9d:1b:1e,-72.40171,2.16978
 C1,50:0f:80:c4:60:0d,-78.55085,3.69013
 C1,50:0f:80:c4:60:0e,-78.46269,3.98617
 C1,50:0f:80:fd:7f:b0,-61.03101,3.51100
 C1,50:0f:80:fd:7f:b1,-61.29771,3.54899
 C1,50:0f:80:fd:7f:b2,-61.01515,2.76009
 C1,50:0f:80:fd:7f:bd,-61.57554,3.49322
 C1,50:0f:80:fd:7f:be,-61.58696,3.41899
 C1,50:0f:80:fd:7f:bf,-62.04348,3.80524
 C1,e0:3f:49:09:d9:98,-76.44737,3.12878
 C1,e0:3f:49:09:d9:9c,-87.52555,1.78260
 C2,38:90:a5:20:e9:00,-51.37594,4.76350
 C2,38:90:a5:20:e9:01,-51.91603,5.38808
 C2,38:90:a5:20:e9:02,-51.78788,4.84418
 C2,38:90:a5:20:e9:0d,-58.01429,3.23423
 C2,38:90:a5:20:e9:0e,-58.33571,4.31262
 C2,38:90:a5:20:e9:0f,-58.09286,3.37979
 C2,38:90:a5:20:f0:fd,-69.87603,4.74090
 C2,38:90:a5:20:f0:fe,-70.39062,4.88648
 C2,38:90:a5:20:f0:ff,-70.21705,5.18857
 C2,38:90:a5:8c:90:ed,-87.88136,1.55343
 C2,38:90:a5:8c:90:ee,-88.12605,1.55441
 C2,38:90:a5:8c:90:ef,-88.29167,1.57926
 C2,50:0f:80:c4:60:0e,-80.40984,4.02421
 C2,50:0f:80:fd:7f:b0,-61.41593,2.85271
 C2,50:0f:80:fd:7f:b1,-62.11538,3.94465
 C2,50:0f:80:fd:7f:b2,-61.87705,3.39562
 C2,50:0f:80:fd:7f:bd,-63.58647,3.01041
 C2,50:0f:80:fd:7f:be,-63.70455,3.09577
 C2,50:0f:80:fd:7f:bf,-63.75000,2.94581
 C2,e0:3f:49:09:d9:9c,-89.09489,1.30544
 C3,38:90:a5:20:e9:00,-42.80916,4.57941
 C3,38:90:a5:20:e9:01,-43.10236,5.30025
 C3,38:90:a5:20:e9:02,-43.22656,5.65854
 C3,38:90:a5:20:e9:0d,-45.70588,4.33439
 C3,38:90:a5:20:e9:0e,-45.96350,5.40072
 C3,38:90:a5:20:e9:0f,-45.92857,3.97047
 C3,38:90:a5:20:f0:fd,-67.67521,3.37544
 C3,38:90:a5:20:f0:fe,-68.12821,3.61400
 C3,38:90:a5:20:f0:ff,-68.38211,3.79931
 C3,38:90:a5:37:40:8d,-78.65854,3.65484
 C3,38:90:a5:37:40:8e,-78.62281,3.41882
 C3,38:90:a5:37:40:8f,-78.55263,3.58979
 C3,38:90:a5:37:42:d1,-65.54167,3.06209
 C3,38:90:a5:37:42:dd,-67.18462,3.34753
 C3,38:90:a5:37:42:de,-67.25600,3.42642
 C3,38:90:a5:37:42:df,-66.95082,3.52993
 C3,38:90:a5:91:74:1e,-80.25217,2.21575
 C3,50:0f:80:c0:ce:21,-61.95798,5.60175
 C3,50:0f:80:c0:ce:22,-61.89256,5.31790
 C3,50:0f:80:c0:ce:2e,-69.04800,4.21376
 C3,50:0f:80:c4:5f:6d,-75.88696,4.28331
 C3,50:0f:80:c4:5f:6e,-76.17391,4.02680
 C3,50:0f:80:c4:60:0e,-83.95763,2.08943
 C3,50:0f:80:fd:7f:b1,-69.29464,2.92439
 C3,50:0f:80:fd:7f:bd,-71.80488,2.42480
 C3,50:0f:80:fd:7f:be,-72.04724,2.38000
 C3,50:0f:80:fd:7f:bf,-71.99213,2.57428
 C4,38:90:a5:20:e9:00,-47.00000,4.16333
 C4,38:90:a5:20:e9:01,-48.20690,5.27077
 C4,38:90:a5:20:e9:02,-47.58621,4.40508
 C4,38:90:a5:20:e9:0d,-55.07143,4.33530
 C4,38:90:a5:20:e9:0e,-55.14545,4.33085
 C4,38:90:a5:20:e9:0f,-55.05000,4.70278
 C4,38:90:a5:37:40:8d,-72.19231,3.69970
 C4,38:90:a5:37:40:8e,-72.30769,3.84778
 C4,38:90:a5:37:40:8f,-71.68627,2.85300
 C4,38:90:a5:37:42:d0,-62.44444,3.60642
