TimeStamp, CellandDirection, BSSID, SSID, Strength
1520603873543,C4,38:90:a5:37:42:d0,eduroam, -62
1520603873543,C4,38:90:a5:37:40:8d,tudelft-dastud, -72
1520603873543,C4,50:0f:80:c4:5f:6d,tudelft-dastud, -90
1520603873543,C4,50:0f:80:c4:5f:6e,TUvisitor, -88
1520603873543,C4,38:90:a5:20:e9:0d,tudelft-dastud, -60
1520603873543,C4,38:90:a5:37:42:d1,TUvisitor, -62
1520603873543,C4,38:90:a5:20:f0:fe,TUvisitor, -72
1520603873543,C4,50:0f:80:c0:ce:20,eduroam, -74
1520603873543,C4,38:90:a5:37:40:80,eduroam, -69
1520603873543,C4,38:90:a5:37:40:8e,TUvisitor, -72
1520603873543,C4,50:0f:80:e3:79:62,tudelft-dastud, -69
1520603873543,C4,50:0f:80:e3:79:6d,tudelft-dastud, -82
1520603873543,C4,50:0f:80:e3:79:6f,eduroam, -81
1520603873543,C4,38:90:a5:91:74:1d,tudelft-dastud, -86
1520603873543,C4,50:0f:80:fd:7f:bd,tudelft-dastud, -78
1520603873543,C4,38:90:a5:20:e9:02,tudelft-dastud, -48
1520603873543,C4,38:90:a5:20:f0:ff,eduroam, -73
1520603873543,C4,38:90:a5:20:e9:00,eduroam, -48
1520603873543,C4,50:0f:80:ee:6d:5f,eduroam, -80
1520603873543,C4,50:0f:80:fd:7f:be,TUvisitor, -78
1520603873543,C4,38:90:a5:20:f0:fd,tudelft-dastud, -73
1520603873543,C4,38:90:a5:37:40:82,tudelft-dastud, -69
1520603873543,C4,50:0f:80:e3:79:60,eduroam, -69
1520603873543,C4,50:0f:80:e3:74:20,eduroam, -76
1520603873543,C4,50:0f:80:e3:74:21,TUvisitor, -76
1520603873543,C4,50:0f:80:ee:6d:51,TUvisitor, -69
1520603873543,C4,38:90:a5:20:f0:f1,TUvisitor, -75
1520603873543,C4,38:90:a5:37:40:8f,eduroam, -73
1520603873543,C4,50:0f:80:ee:6d:5d,tudelft-dastud, -81
1520603873543,C4,50:0f:80:c0:ce:21,TUvisitor, -74
1520603873543,C4,50:0f:80:fd:7f:b2,tudelft-dastud, -72
1520603873543,C4,38:90:a5:20:e9:0f,eduroam, -55
1520603873543,C4,38:90:a5:37:42:df,eduroam, -65
1520603873543,C4,50:0f:80:ee:6d:52,tudelft-dastud, -69
1520603873543,C4,38:90:a5:20:e9:0e,TUvisitor, -55
1520603873543,C4,50:0f:80:e3:79:6e,TUvisitor, -82
1520603873543,C4,38:90:a5:20:e9:01,TUvisitor, -48
1520603873543,C4,38:90:a5:37:42:d2,tudelft-dastud, -62
1520603873543,C4,50:0f:80:e3:79:61,TUvisitor, -69
1520603873543,C4,38:90:a5:91:74:11,TUvisitor, -72
1520603873543,C4,50:0f:80:c4:5f:62,tudelft-dastud, -77
1520603873543,C4,38:90:a5:37:40:81,TUvisitor, -69
1520603873543,C4,38:90:a5:37:42:dd,tudelft-dastud, -64
